# time	cmd_angle	cmd_speed	odom_v	odom_w	R_odom	imu_yaw_rate	R_imu	imu_ax	imu_ay
1779640080.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0022	 +2293.616	 +0.0210	 -3.2540
1779640080.947	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0056	  -897.917	 +0.0347	 -3.2069
1779640081.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0024	 +2085.526	 +0.0316	 -3.2595
1779640081.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0026	 +1921.414	 +0.0206	 -3.2517
1779640081.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0026	 +1916.466	 +0.0325	 -3.2581
1779640081.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0028	 -1810.845	 +0.0332	 -3.2348
1779640081.447	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0035	 -1430.419	 +0.0221	 -3.2349
1779640081.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0031	 -1597.174	 +0.0257	 -3.2188
1779640081.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0026	 +1931.860	 +0.0226	 -3.2693
1779640081.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0044	 -1143.099	 +0.0339	 -3.2329
1779640081.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0030	 +1662.476	 +0.0304	 -3.2579
1779640081.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0042	 -1184.903	 +0.0195	 -3.2168
1779640082.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0033	 +1531.942	 +0.0345	 -3.2615
1779640082.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1732.874	 +0.0192	 -3.2596
1779640082.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0042	 +1177.411	 +0.0219	 -3.2644
1779640082.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0033	 -1535.419	 +0.0239	 -3.2164
1779640082.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0041	 -1233.153	 +0.0264	 -3.2202
1779640082.548	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0043	 -1155.277	 +0.0237	 -3.2202
1779640082.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1929.939	 +0.0166	 -3.2286
1779640082.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0043	 -1152.480	 +0.0344	 -3.2321
1779640082.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0027	 +1883.902	 +0.0292	 -3.2509
1779640082.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0042	 -1192.119	 +0.0311	 -3.2216
1779640083.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0032	 +1581.879	 +0.0325	 -3.2555
1779640083.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0024	 +2089.957	 +0.0305	 -3.2561
1779640083.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0033	 +1518.986	 +0.0260	 -3.2542
1779640083.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0041	 +1222.362	 +0.0181	 -3.2580
1779640083.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0033	 +1493.767	 +0.0196	 -3.2655
1779640083.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0030	 +1688.780	 +0.0280	 -3.2581
1779640083.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0039	 -1289.288	 +0.0204	 -3.2168
1779640083.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1719.105	 +0.0310	 -3.2545
1779640083.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1638.366	 +0.0265	 -3.2624
1779640083.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0029	 -1738.169	 +0.0324	 -3.2191
1779640084.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0024	 +2096.684	 +0.0183	 -3.2665
1779640084.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0008	      +inf	 +0.0229	 -3.2399
1779640084.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0056	  +898.788	 +0.0445	 -3.2881
1779640084.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0036	 +1396.345	 +0.0853	 -3.2708
1779640084.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0017	 -2967.587	 +0.0858	 -3.2514
1779640084.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0017	 -2903.766	 +0.0763	 -3.2586
1779640084.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0029	 -1721.137	 +0.0411	 -3.2473
1779640084.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0039	 -1290.800	 +0.0133	 -3.2434
1779640084.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0047	 -1066.330	 +0.0035	 -3.2491
1779640084.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0040	 +1237.742	 -0.0222	 -3.2850
1779640085.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0038	 -1299.288	 -0.0142	 -3.2512
1779640085.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0037	 -1336.034	 -0.0101	 -3.2417
1779640085.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0028	 -1807.531	 +0.0015	 -3.2468
1779640085.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0042	 -1194.396	 +0.0074	 -3.2288
1779640085.447	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0025	 +1966.076	 +0.0179	 -3.2566
1779640085.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0043	 -1165.950	 +0.0320	 -3.2324
1779640085.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0024	 +2122.322	 +0.0171	 -3.2547
1779640085.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0032	 -1570.690	 +0.0349	 -3.2314
1779640085.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0027	 -1837.164	 +0.0257	 -3.2317
1779640085.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0039	 +1268.326	 +0.0226	 -3.2580
1779640086.047	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0043	 -1150.181	 +0.0242	 -3.2317
1779640086.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0042	 -1201.924	 +0.0191	 -3.2171
1779640086.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0036	 +1379.562	 +0.0326	 -3.2544
1779640086.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1914.968	 +0.0248	 -3.2341
1779640086.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0038	 +1331.044	 +0.0322	 -3.2520
1779640086.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0042	 +1180.704	 +0.0266	 -3.2656
1779640086.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0032	 +1569.726	 +0.0278	 -3.2555
1779640086.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0038	 -1321.276	 +0.0221	 -3.2183
1779640086.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1951.345	 +0.0209	 -3.2320
1779640086.947	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0024	 +2085.737	 +0.0329	 -3.2643
1779640087.047	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0039	 +1283.893	 +0.0258	 -3.2541
1779640087.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1632.615	 +0.0170	 -3.2592
1779640087.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0040	 -1241.494	 +0.0207	 -3.2305
1779640087.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0038	 -1329.906	 +0.0151	 -3.2291
1779640087.447	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0042	 +1179.249	 +0.0268	 -3.2572
1779640087.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1748.729	 +0.0170	 -3.2690
1779640087.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0032	 -1573.994	 +0.0321	 -3.2328
1779640087.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0037	 -1342.243	 +0.0312	 -3.2187
1779640087.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0028	 +1793.512	 +0.0178	 -3.2543
1779640087.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0035	 -1424.405	 +0.0207	 -3.2205
1779640088.047	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0041	 -1219.189	 +0.0237	 -3.2248
1779640088.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0039	 +1282.858	 +0.0344	 -3.2599
1779640088.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1621.001	 +0.0298	 -3.2625
1779640088.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1614.360	 +0.0287	 -3.2589
1779640088.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1629.988	 +0.0170	 -3.2541
1779640088.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0027	 +1882.114	 +0.0247	 -3.2627
1779640088.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0036	 -1403.287	 +0.0298	 -3.2336
1779640088.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0029	 -1698.135	 +0.0158	 -3.2174
1779640088.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0037	 -1368.882	 +0.0285	 -3.2253
1779640088.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0038	 +1321.102	 +0.0309	 -3.2511
1779640089.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0025	 +1971.679	 +0.0219	 -3.2580
1779640089.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0029	 -1726.163	 +0.0201	 -3.2272
1779640089.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0030	 +1678.451	 +0.0171	 -3.2688
1779640089.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0028	 -1778.100	 +0.0268	 -3.2241
1779640089.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0032	 +1571.616	 +0.0256	 -3.2619
1779640089.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0041	 -1215.993	 +0.0341	 -3.2196
1779640089.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0036	 -1393.356	 +0.0231	 -3.2319
1779640089.747	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0041	 +1207.652	 +0.0296	 -3.2643
1779640089.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0028	 -1760.630	 +0.0172	 -3.2320
1779640089.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0025	 +1989.919	 +0.0227	 -3.2551
1779640090.047	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1948.424	 +0.0292	 -3.2267
1779640090.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0041	 +1209.997	 +0.0337	 -3.2689
1779640090.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0031	 -1597.141	 +0.0250	 -3.2234
1779640090.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0040	 +1259.736	 +0.0179	 -3.2515
1779640090.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0039	 -1286.726	 +0.0344	 -3.2293
1779640090.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1954.757	 +0.0272	 -3.2305
1779640090.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0043	 -1151.263	 +0.0205	 -3.2344
1779640090.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0025	 -1979.056	 +0.0176	 -3.2194
1779640090.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1602.334	 +0.0232	 -3.2699
1779640090.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0044	 -1136.175	 +0.0154	 -3.2257
1779640091.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0042	 +1182.104	 +0.0308	 -3.2646
1779640091.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0032	 +1551.448	 +0.0298	 -3.2662
1779640091.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0037	 +1368.984	 +0.0242	 -3.2535
1779640091.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0035	 -1443.575	 +0.0326	 -3.2220
1779640091.447	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0037	 -1352.922	 +0.0212	 -3.2194
1779640091.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0036	 -1404.532	 +0.0296	 -3.2233
1779640091.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0038	 +1321.532	 +0.0339	 -3.2593
1779640091.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0045	 -1115.614	 +0.0249	 -3.2330
1779640091.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1628.890	 +0.0174	 -3.2501
1779640091.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0039	 -1298.694	 +0.0330	 -3.2240
1779640092.047	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0028	 +1787.605	 +0.0168	 -3.2515
1779640092.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0034	 -1463.316	 +0.0244	 -3.2166
1779640092.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0040	 -1243.068	 +0.0196	 -3.2231
1779640092.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0032	 -1548.394	 +0.0185	 -3.2350
1779640092.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0029	 -1738.777	 +0.0305	 -3.2342
1779640092.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0027	 +1861.751	 +0.0265	 -3.2618
1779640092.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0037	 +1356.693	 +0.0224	 -3.2649
1779640092.747	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0027	 +1852.517	 +0.0314	 -3.2522
1779640092.847	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0044	 -1124.689	 +0.0345	 -3.2310
1779640092.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0036	 -1386.056	 +0.0327	 -3.2286
1779640093.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0040	 +1255.137	 +0.0295	 -3.2649
1779640093.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0078	  +640.293	 +0.0278	 -3.2756
1779640093.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0048	 +1048.980	 +0.0531	 -3.2752
1779640093.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0044	 +1134.947	 +0.0821	 -3.2863
1779640093.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1898.462	 +0.0888	 -3.2428
1779640093.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0034	 -1480.336	 +0.0737	 -3.2463
1779640093.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0029	 -1696.221	 +0.0442	 -3.2541
1779640093.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0030	 -1685.067	 +0.0228	 -3.2557
1779640093.847	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0028	 -1756.239	 -0.0170	 -3.2604
1779640093.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0036	 +1393.948	 -0.0169	 -3.2957
1779640094.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0022	 -2255.993	 -0.0289	 -3.2508
1779640094.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0037	 -1339.270	 -0.0066	 -3.2518
1779640094.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1741.911	 +0.0090	 -3.2856
1779640094.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0035	 +1431.703	 +0.0201	 -3.2757
1779640094.447	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0032	 +1586.551	 +0.0142	 -3.2590
1779640094.548	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0025	 +1999.722	 +0.0155	 -3.2609
1779640094.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0032	 -1572.429	 +0.0269	 -3.2293
1779640094.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0035	 +1430.111	 +0.0168	 -3.2531
1779640094.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0028	 -1815.797	 +0.0218	 -3.2297
1779640094.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0031	 -1629.511	 +0.0210	 -3.2154
1779640095.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0041	 -1223.074	 +0.0298	 -3.2248
1779640095.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0043	 -1171.710	 +0.0329	 -3.2207
1779640095.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0036	 -1404.611	 +0.0269	 -3.2338
1779640095.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0023	 +2150.300	 +0.0301	 -3.2614
1779640095.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0030	 -1677.617	 +0.0276	 -3.2304
1779640095.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1727.920	 +0.0173	 -3.2640
1779640095.648	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0042	 +1193.392	 +0.0216	 -3.2514
1779640095.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0045	 -1121.424	 +0.0177	 -3.2340
1779640095.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0030	 -1655.082	 +0.0191	 -3.2201
1779640095.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0045	 -1114.931	 +0.0189	 -3.2334
1779640096.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1698.289	 +0.0228	 -3.2659
1779640096.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0025	 +1995.728	 +0.0206	 -3.2621
1779640096.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0034	 -1450.339	 +0.0284	 -3.2184
1779640096.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0041	 -1232.044	 +0.0154	 -3.2288
1779640096.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0024	 +2095.965	 +0.0215	 -3.2569
1779640096.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0040	 +1257.812	 +0.0340	 -3.2556
1779640096.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0041	 +1233.160	 +0.0343	 -3.2509
1779640096.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0035	 -1430.388	 +0.0271	 -3.2329
1779640096.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0032	 -1582.650	 +0.0278	 -3.2348
1779640096.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0023	 +2152.690	 +0.0276	 -3.2577
1779640097.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1707.207	 +0.0305	 -3.2618
1779640097.148	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0039	 -1285.359	 +0.0162	 -3.2278
1779640097.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0038	 -1312.707	 +0.0249	 -3.2206
1779640097.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0042	 -1179.369	 +0.0309	 -3.2209
1779640097.448	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0040	 +1249.455	 +0.0288	 -3.2601
1779640097.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0025	 +1990.806	 +0.0220	 -3.2634
1779640097.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0027	 +1828.380	 +0.0302	 -3.2683
1779640097.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0027	 +1842.602	 +0.0338	 -3.2608
1779640097.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0042	 -1189.306	 +0.0172	 -3.2236
1779640097.947	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0042	 +1202.124	 +0.0313	 -3.2524
1779640098.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0039	 -1292.602	 +0.0163	 -3.2237
1779640098.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0040	 -1254.562	 +0.0233	 -3.2272
1779640098.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0044	 -1125.161	 +0.0278	 -3.2282
1779640098.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0029	 +1703.417	 +0.0315	 -3.2506
1779640098.447	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0041	 -1217.093	 +0.0262	 -3.2201
1779640098.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0030	 -1690.024	 +0.0259	 -3.2191
1779640098.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0031	 +1620.726	 +0.0324	 -3.2544
1779640098.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0033	 -1510.045	 +0.0210	 -3.2293
1779640098.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1890.200	 +0.0305	 -3.2329
1779640098.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0026	 -1908.949	 +0.0197	 -3.2313
1779640099.048	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0035	 +1422.799	 +0.0284	 -3.2664
1779640099.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0036	 -1386.325	 +0.0247	 -3.2332
1779640099.248	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0028	 -1770.643	 +0.0263	 -3.2299
1779640099.348	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0034	 -1483.668	 +0.0289	 -3.2203
1779640099.447	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0029	 -1707.897	 +0.0225	 -3.2330
1779640099.547	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0042	 -1187.663	 +0.0343	 -3.2201
1779640099.647	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0034	 +1467.267	 +0.0322	 -3.2656
1779640099.748	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0038	 -1321.865	 +0.0294	 -3.2271
1779640099.848	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 +0.0034	 +1470.504	 +0.0263	 -3.2678
1779640099.948	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0044	 -1126.706	 +0.0187	 -3.2295
1779640100.047	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0040	 -1251.751	 +0.0282	 -3.2189
1779640100.147	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0037	 -1351.631	 +0.0338	 -3.2226
1779640100.247	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0036	 -1407.713	 +0.0338	 -3.2200
1779640100.347	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf	 -0.0044	 -1144.710	 +0.0231	 -3.2184
