# time	cmd_angle	cmd_speed	odom_v(m/s)	odom_omega(rad/s)	R(m)
1779638053.799	  +95.0	  +0.0	 +4.9631	-35.6618	    -0.139
1779638053.899	  +95.0	  +0.0	 +4.9782	 +7.9757	    +0.624
1779638053.999	  +95.0	  +0.0	 +4.9896	 +3.0846	    +1.618
1779638054.099	  +95.0	  +0.0	 +4.9950	 +1.8570	    +2.690
1779638054.199	  +95.0	  +0.0	 +4.9971	 +1.3987	    +3.573
1779638054.299	  +95.0	  +0.0	 +4.9983	 +1.0866	    +4.600
1779638054.399	  +95.0	  +0.0	 +4.9991	 +0.8212	    +6.087
1779638054.499	  +95.0	  +0.0	 +4.9995	 +0.6577	    +7.601
1779638054.599	  +95.0	  +0.0	 +4.9997	 +0.5300	    +9.433
1779638054.699	  +95.0	  +0.0	 +4.9998	 +0.4289	   +11.658
1779638054.799	  +95.0	  +0.0	 +4.9999	 +1.6005	    +3.124
1779638054.899	  +95.0	  +0.0	 +1.6384	 +0.0768	   +21.337
1779638054.999	  +95.0	  +0.0	 -1.2631	 +1.8664	    -0.677
1779638055.099	  +95.0	  +0.0	 -3.7755	 -0.1436	   +26.284
1779638055.199	  +95.0	  +0.0	 -4.8357	 +4.2541	    -1.137
1779638055.299	  +95.0	  +0.0	 -4.9461	 +0.7285	    -6.790
1779638055.399	  +95.0	  +0.0	 -4.9824	 -0.5998	    +8.306
1779638055.499	  +95.0	  +0.0	 -4.9954	 -2.5774	    +1.938
1779638055.599	  +95.0	  +0.0	 -4.9985	 -7.9061	    +0.632
1779638055.699	  +95.0	  +0.0	 -4.9995	+22.6550	    -0.221
1779638055.799	  +95.0	  +0.0	 -4.9998	 +5.2844	    -0.946
1779638055.899	  +95.0	  +0.0	 -5.0000	 +2.7753	    -1.802
1779638055.999	  +95.0	  +0.0	 -5.0000	 +1.9457	    -2.570
1779638056.099	  +95.0	  +0.0	 -5.0000	 +1.4557	    -3.435
1779638056.199	  +95.0	  +0.0	 -5.0000	 +1.1266	    -4.438
1779638056.299	  +95.0	  +0.0	 -5.0000	 +0.7420	    -6.738
1779638059.989	  +95.0	  +0.0	 -5.0000	 +0.7099	    -7.044
1779638059.999	  +95.0	  +0.0	 -5.0000	 +0.6502	    -7.690
1779638060.099	  +95.0	  +0.0	 -4.5000	 +0.4332	   -10.387
1779638060.199	  +95.0	  +0.0	 -4.5000	 +0.4332	   -10.387
1779638060.299	  +95.0	  +0.0	 +0.3074	 -7.8696	    -0.039
1779638060.399	  +95.0	  +0.0	 +2.2290	 +0.1197	   +18.619
1779638060.499	  +95.0	  +0.0	 +3.3638	 -2.3523	    -1.430
1779638060.599	  +95.0	  +0.0	 +4.0338	 +3.3713	    +1.197
1779638060.699	  +95.0	  +0.0	 +4.4865	 +0.3594	   +12.483
1779638060.799	  +95.0	  +0.0	 +4.6968	 -0.8364	    -5.615
1779638060.899	  +95.0	  +0.0	 +4.8210	 -2.5406	    -1.898
1779638060.999	  +95.0	  +0.0	 +4.8695	 -4.6937	    -1.037
1779638061.099	  +95.0	  +0.0	 +4.9306	+59.1322	    +0.083
1779638061.199	  +95.0	  +0.0	 +1.6157	 +0.0033	  +483.330
1779638061.299	  +95.0	  +0.0	 +0.5294	 -1.2084	    -0.438
1779638061.399	  +95.0	  +0.0	 -4.4177	 -9.2079	    +0.480
1779638061.499	  +95.0	  +0.0	 -4.8092	 +2.2136	    -2.173
1779638061.599	  +95.0	  +0.0	 -4.9500	 -0.0256	  +193.060
1779638061.699	  +95.0	  +0.0	 -4.9836	 -1.3364	    +3.729
1779638061.799	  +95.0	  +0.0	 -4.9916	 -2.4381	    +2.047
1779638061.899	  +95.0	  +0.0	 -4.9978	-10.0757	    +0.496
1779638061.999	  +95.0	  +0.0	 -4.9996	 +6.5497	    -0.763
1779638062.099	  +95.0	  +0.0	 -4.9998	 +4.7800	    -1.046
1779638062.199	  +95.0	  +0.0	 -3.6449	 -5.4433	    +0.670
1779638062.299	  +95.0	  +0.0	 -2.9524	 -0.5963	    +4.952
1779638062.399	  +95.0	  +0.0	 +1.8182	 +0.2199	    +8.270
1779638062.499	  +95.0	  +0.0	 +3.3091	 -2.8439	    -1.164
1779638062.599	  +95.0	  +0.0	 +4.0015	 +2.8292	    +1.414
1779638062.699	  +95.0	  +0.0	 +4.4104	 +0.5091	    +8.662
1779638062.799	  +95.0	  +0.0	 +4.6132	 -0.4411	   -10.458
1779638062.899	  +95.0	  +0.0	 +4.7716	 -1.8558	    -2.571
1779638062.999	  +95.0	  +0.0	 +4.8651	 -5.1415	    -0.946
1779638063.100	  +95.0	  +0.0	 +4.9477	 +8.3626	    +0.592
1779638063.199	  +95.0	  +0.0	 +3.9726	 +3.0560	    +1.300
1779638063.299	  +95.0	  +0.0	 +1.3017	 -1.6584	    -0.785
1779638063.399	  +95.0	  +0.0	 +0.3412	 +0.2413	    +1.414
1779638063.499	  +95.0	  +0.0	 -3.2498	 +0.7800	    -4.166
1779638063.599	  +95.0	  +0.0	 -4.5412	 -2.4973	    +1.818
1779638063.699	  +95.0	  +0.0	 -4.8497	 +5.1966	    -0.933
1779638063.799	  +95.0	  +0.0	 -4.9507	 +0.8594	    -5.761
1779638063.899	  +95.0	  +0.0	 -4.9839	 -0.5009	    +9.950
1779638063.999	  +95.0	  +0.0	 -4.9947	 -1.9794	    +2.523
1779638064.099	  +95.0	  +0.0	 -4.9989	 -4.0914	    +1.222
1779638064.199	  +95.0	  +0.0	 -2.1519	 -3.3735	    +0.638
1779638064.299	  +95.0	  +0.0	 +0.0843	 -0.0028	   -30.066
1779638064.399	  +95.0	  +0.0	 +2.0974	 -2.3484	    -0.893
1779638064.499	  +95.0	  +0.0	 +3.2860	 +1.9619	    +1.675
1779638064.599	  +95.0	  +0.0	 +4.0891	 +0.1394	   +29.333
1779638064.699	  +95.0	  +0.0	 +4.4621	 -1.0000	    -4.462
1779638064.799	  +95.0	  +0.0	 +4.6824	 -2.8942	    -1.618
1779638064.899	  +95.0	  +0.0	 +4.8125	-10.6811	    -0.451
1779638064.999	  +95.0	  +0.0	 +4.9273	 -5.1618	    -0.955
1779638065.099	  +95.0	  +0.0	 +4.9571	 -0.8462	    -5.858
1779638065.199	  +95.0	  +0.0	 +4.9747	 +0.5105	    +9.745
1779638065.299	  +95.0	  +0.0	 +4.9850	 +1.9916	    +2.503
1779638065.399	  +95.0	  +0.0	 +4.9879	 +2.9086	    +1.715
1779638065.499	  +95.0	  +0.0	 +1.6363	 -0.1912	    -8.558
1779638065.599	  +95.0	  +0.0	 +0.8378	 +0.1564	    +5.358
1779638065.699	  +95.0	  +0.0	 +0.1757	 -0.2861	    -0.614
1779638065.799	  +95.0	  +0.0	 +0.0720	 -0.0244	    -2.946
1779638065.899	  +95.0	  +0.0	 +0.0236	 -0.0005	      +inf
1779638065.999	  +95.0	  +0.0	 +0.0077	 +0.0016	    +4.803
1779638066.099	  +95.0	  +0.0	 +0.0016	 +0.0012	    +1.390
1779638066.199	  +95.0	  +0.0	 +0.0010	 +0.0011	    +0.967
1779638066.299	  +95.0	  +0.0	 +0.0001	 -0.0004	      +inf
1779638066.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638066.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638066.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638066.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638066.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638066.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638066.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638067.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638068.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638069.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638070.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638071.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.899	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638072.999	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.099	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.199	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.299	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.399	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.499	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.599	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.699	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.799	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.899	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638073.999	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.099	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.199	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.299	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.399	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.499	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.599	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.699	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.799	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.899	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638074.999	 +100.0	  +1.0	 +0.0000	 -0.0000	      +inf
1779638075.099	 +100.0	  +1.0	 +0.1355	 -0.0001	      +inf
1779638075.199	 +100.0	  +1.0	 +0.2848	 -0.0002	      +inf
1779638075.299	 +100.0	  +1.0	 +0.3729	 -0.0002	      +inf
1779638075.399	 +100.0	  +1.0	 +0.4325	 -0.0002	      +inf
1779638075.499	 +100.0	  +1.0	 +0.4601	 -0.0002	      +inf
1779638075.599	 +100.0	  +1.0	 +0.4828	 -0.0001	      +inf
1779638075.699	 +100.0	  +1.0	 +0.4887	 -0.0001	      +inf
1779638075.799	 +100.0	  +1.0	 +0.4946	 -0.0001	      +inf
1779638075.899	 +100.0	  +2.0	 +0.4968	 -0.0001	      +inf
1779638075.999	 +100.0	  +2.0	 +0.6336	 -0.0001	      +inf
1779638076.099	 +100.0	  +2.0	 +0.8053	 -0.0001	      +inf
1779638076.199	 +100.0	  +2.0	 +0.8850	 -0.0001	      +inf
1779638076.299	 +100.0	  +2.0	 +0.9321	 -0.0001	      +inf
1779638076.399	 +100.0	  +2.0	 +0.9599	 -0.0001	      +inf
1779638076.499	 +100.0	  +2.0	 +0.9763	 -0.0000	      +inf
1779638076.599	 +100.0	  +2.0	 +0.9874	 -0.0000	      +inf
1779638076.699	 +100.0	  +2.0	 +0.9951	 -0.0000	      +inf
1779638076.799	 +100.0	  +2.0	 +0.9971	 -0.0000	      +inf
1779638076.899	 +100.0	  +2.0	 +0.9971	 -0.0000	      +inf
1779638076.999	 +100.0	  +2.0	 +0.9990	 -0.0000	      +inf
1779638077.099	 +100.0	  +2.0	 +0.9994	 -0.0000	      +inf
1779638077.199	 +100.0	  +2.0	 +0.9997	 -0.0000	      +inf
1779638077.299	 +100.0	  +2.0	 +0.9998	 -0.0000	      +inf
1779638077.399	 +100.0	  +2.0	 +0.9999	 -0.0000	      +inf
1779638077.499	 +100.0	  +2.0	 +0.9999	 -0.0000	      +inf
1779638077.599	 +100.0	  +2.0	 +1.0000	 -0.0000	      +inf
1779638077.699	 +100.0	  +2.0	 +1.0000	 -0.0000	      +inf
1779638077.799	 +100.0	  +2.0	 +1.0000	 -0.0000	      +inf
1779638077.899	 +100.0	  +2.0	 +1.0000	 -0.0000	      +inf
1779638077.999	 +100.0	  +3.0	 +1.0000	 -0.0000	      +inf
1779638078.099	 +100.0	  +3.0	 +1.1355	 -0.0000	      +inf
1779638078.199	 +100.0	  +3.0	 +1.2848	 -0.0000	      +inf
1779638078.299	 +100.0	  +3.0	 +1.3729	 -0.0000	      +inf
1779638078.399	 +100.0	  +3.0	 +1.4392	 -0.0000	      +inf
1779638078.499	 +100.0	  +3.0	 +1.4601	 -0.0000	      +inf
1779638078.599	 +100.0	  +3.0	 +1.4764	 -0.0000	      +inf
1779638078.699	 +100.0	  +3.0	 +1.4875	 -0.0000	      +inf
1779638078.799	 +100.0	  +3.0	 +1.4909	 -0.0000	      +inf
1779638078.899	 +100.0	  +3.0	 +1.4968	 -0.0000	      +inf
1779638078.999	 +100.0	  +3.0	 +1.4979	 -0.0000	      +inf
1779638079.099	 +100.0	  +3.0	 +1.4990	 -0.0000	      +inf
1779638079.199	 +100.0	  +3.0	 +1.4994	 -0.0000	      +inf
1779638079.299	 +100.0	  +3.0	 +1.4997	 -0.0000	      +inf
1779638079.399	 +100.0	  +3.0	 +1.4998	 -0.0000	      +inf
1779638079.499	 +100.0	  +4.0	 +1.4999	 -0.0000	      +inf
1779638079.599	 +100.0	  +4.0	 +1.6719	 -0.0000	      +inf
1779638079.699	 +100.0	  +4.0	 +1.7608	 -0.0000	      +inf
1779638079.799	 +100.0	  +4.0	 +1.8856	 -0.0000	      +inf
1779638079.899	 +100.0	  +4.0	 +1.9453	 -0.0000	      +inf
1779638079.999	 +100.0	  +4.0	 +1.9453	 -0.0000	      +inf
1779638080.099	 +100.0	  +4.0	 +1.9809	 -0.0000	      +inf
1779638080.199	 +100.0	  +4.0	 +1.9899	 -0.0000	      +inf
1779638080.299	 +100.0	  +4.0	 +1.9940	 -0.0000	      +inf
1779638080.399	 +100.0	  +5.0	 +1.9965	 -0.0000	      +inf
1779638080.499	 +100.0	  +5.0	 +2.0929	 -0.0000	      +inf
1779638080.599	 +100.0	  +6.0	 +2.2837	 -0.0000	      +inf
1779638080.699	 +100.0	  +6.0	 +2.5205	 -0.0000	      +inf
1779638080.799	 +100.0	  +7.0	 +2.7452	 -0.0000	      +inf
1779638080.899	 +100.0	  +7.0	 +2.9850	 -0.0000	      +inf
1779638080.999	 +100.0	  +8.0	 +3.1959	 -0.0000	      +inf
1779638081.099	 +100.0	  +8.0	 +3.5265	 -0.0000	      +inf
1779638081.199	 +100.0	  +8.0	 +3.7204	 -0.0000	      +inf
1779638081.299	 +100.0	  +8.0	 +3.8514	 -0.0000	      +inf
1779638081.399	 +100.0	  +8.0	 +3.9123	 -0.0000	      +inf
1779638081.499	 +100.0	  +8.0	 +3.9482	 -0.0000	      +inf
1779638081.599	 +100.0	  +8.0	 +3.9694	 -0.0000	      +inf
1779638081.699	 +100.0	  +8.0	 +3.9799	 -0.0000	      +inf
1779638081.799	 +100.0	  +8.0	 +3.9922	 -0.0000	      +inf
1779638081.899	 +100.0	  +8.0	 +3.9963	 -0.0000	      +inf
1779638081.999	 +100.0	  +9.0	 +3.9978	 -0.0000	      +inf
1779638082.099	 +100.0	  +9.0	 +4.1707	 -0.0000	      +inf
1779638082.199	 +100.0	 +10.0	 +4.3055	 -0.0000	      +inf
1779638082.299	 +100.0	 +10.0	 +4.5207	 -0.0000	      +inf
1779638082.399	 +100.0	 +10.0	 +4.7453	 -0.0000	      +inf
1779638082.499	 +100.0	 +10.0	 +4.8496	 -0.0000	      +inf
1779638082.599	 +100.0	 +10.0	 +4.9112	 -0.0000	      +inf
1779638082.699	 +100.0	 +10.0	 +4.9476	 -0.0000	      +inf
1779638082.799	 +100.0	 +10.0	 +4.9749	 -0.0000	      +inf
1779638082.899	 +100.0	 +10.0	 +4.9880	 -0.0000	      +inf
1779638082.999	 +100.0	 +10.0	 +4.9913	 -0.0000	      +inf
1779638083.099	 +100.0	 +10.0	 +4.9958	 -0.0000	      +inf
1779638083.199	 +100.0	 +10.0	 +4.9975	 -0.0000	      +inf
1779638083.299	 +100.0	 +10.0	 +4.9987	 -0.0000	      +inf
1779638083.399	 +100.0	 +10.0	 +4.9992	 -0.0000	      +inf
1779638083.499	 +100.0	 +10.0	 +4.9995	 -0.0000	      +inf
1779638083.599	 +100.0	 +10.0	 +4.9998	 -0.0000	      +inf
1779638083.699	 +100.0	 +10.0	 +4.9999	 -0.0000	      +inf
1779638083.799	 +100.0	 +10.0	 +4.9999	 -0.0000	      +inf
1779638083.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638083.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638084.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638085.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638086.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638087.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638088.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638089.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638090.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638091.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638092.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638092.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638092.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638092.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.061	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.299	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.399	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.499	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.599	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.699	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.799	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.899	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638096.999	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638097.099	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638097.199	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
