# time	cmd_angle	cmd_speed	odom_v(m/s)	odom_omega(rad/s)	R(m)
1779638032.299	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638032.399	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638032.499	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638032.599	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638032.699	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638032.799	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638032.899	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638032.999	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.099	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.199	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.299	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.399	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.499	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.599	  +20.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.699	 +100.0	  +1.0	 +0.5000	 +0.6155	    +0.812
1779638033.799	 +100.0	  +1.0	 +0.5000	 -2.4972	    -0.200
1779638033.899	 +100.0	  +1.0	 +0.5000	 -0.1475	    -3.389
1779638033.999	 +100.0	  +1.0	 +0.5000	 +0.0124	   +40.417
1779638034.099	 +100.0	  +1.0	 +0.5000	 +0.2175	    +2.299
1779638034.199	 +100.0	  +1.0	 +0.5000	 +1.1771	    +0.425
1779638034.299	 +100.0	  +1.0	 +0.5000	 +6.2576	    +0.080
1779638034.399	 +100.0	  +1.0	 +0.5000	 -0.4544	    -1.100
1779638034.499	 +100.0	  +1.0	 +0.5000	 -0.2547	    -1.963
1779638034.599	 +100.0	  +1.0	 +0.5000	 -0.1934	    -2.585
1779638034.699	 +100.0	  +1.0	 +0.5000	 -0.1373	    -3.641
1779638034.799	 +100.0	  +1.0	 +0.5000	 -0.0927	    -5.393
1779638034.899	 +100.0	  +1.0	 +0.5000	 -0.0808	    -6.187
1779638034.999	 +100.0	  +1.0	 +0.5000	 -0.0648	    -7.721
1779638035.099	 +100.0	  +1.0	 +0.5000	 -0.0522	    -9.578
1779638035.199	 +100.0	  +1.0	 +0.5000	 -0.0422	   -11.835
1779638035.299	 +100.0	  +1.0	 +0.5000	 -0.0290	   -17.221
1779638035.399	 +100.0	  +1.0	 +0.5000	 -0.0236	   -21.170
1779638035.499	 +100.0	  +1.0	 +0.5000	 -0.0192	   -26.003
1779638035.599	 +100.0	  +1.0	 +0.5000	 -0.0157	   -31.924
1779638035.699	 +100.0	  +1.0	 +0.5000	 -0.0122	   -40.817
1779638035.799	 +100.0	  +1.0	 +0.5000	 -0.0092	   -54.347
1779638035.899	 +100.0	  +1.0	 +0.5000	 -0.0081	   -61.437
1779638035.999	 +100.0	  +1.0	 +0.5000	 -0.0064	   -78.504
1779638036.099	 +100.0	  +1.0	 +0.5000	 -0.0052	   -96.290
1779638036.199	 +100.0	  +1.0	 +0.5000	 -0.0037	  -133.494
1779638036.299	 +100.0	  +1.0	 +0.5000	 -0.0035	  -144.850
1779638036.399	 +100.0	  +1.0	 +0.5000	 -0.0028	  -177.655
1779638036.499	 +100.0	  +1.0	 +0.5000	 -0.0019	  -256.548
1779638036.599	 +100.0	  +1.0	 +0.5000	 -0.0016	  -314.642
1779638036.699	 +100.0	  +1.0	 +0.5000	 -0.0012	  -418.734
1779638036.799	 +100.0	  +1.0	 +0.5000	 -0.0010	  -492.950
1779638036.899	 +100.0	  +1.0	 +0.5000	 -0.0008	      +inf
1779638036.999	 +100.0	  +1.0	 +0.5000	 -0.0006	      +inf
1779638037.099	 +100.0	  +1.0	 +0.5000	 -0.0005	      +inf
1779638037.200	 +100.0	  +1.0	 +0.5000	 -0.0004	      +inf
1779638037.299	 +100.0	  +1.0	 +0.5000	 -0.0003	      +inf
1779638037.399	 +100.0	  +1.0	 +0.5000	 -0.0003	      +inf
1779638037.499	 +100.0	  +1.0	 +0.5000	 -0.0002	      +inf
1779638037.599	 +100.0	  +1.0	 +0.5000	 -0.0002	      +inf
1779638037.699	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf
1779638037.799	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf
1779638037.899	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf
1779638037.999	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf
1779638038.099	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf
1779638038.199	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.299	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.399	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.499	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.599	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.699	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.799	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.899	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638038.999	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.099	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.199	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.299	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.399	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.499	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.599	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.699	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf
1779638039.799	 +100.0	  +0.0	 +0.5000	 -0.0000	      +inf
1779638039.899	 +100.0	  +0.0	 +0.3200	 -0.0000	      +inf
1779638039.999	 +100.0	  +0.0	 +0.0671	 -0.0000	      +inf
1779638040.099	  +95.0	  +0.0	 +0.0344	 -0.0000	      +inf
1779638040.199	  +95.0	  +0.0	 +0.0113	 -0.0001	      +inf
1779638040.299	  +95.0	  +0.0	 +0.0037	 -0.0001	      +inf
1779638040.399	  +95.0	  +0.0	 +0.0005	 -0.0000	      +inf
1779638040.499	  +95.0	  +0.0	 +0.0002	 -0.0000	      +inf
1779638040.599	  +95.0	  +0.0	 +0.0001	 -0.0000	      +inf
1779638040.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638040.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638040.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638040.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638041.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638042.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638043.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.099	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.199	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.299	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.399	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.499	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.599	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.699	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.799	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.899	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638044.999	  +95.0	  +0.0	 +0.0000	 -0.0000	      +inf
1779638045.099	  +95.0	  +0.0	 -2.9520	 +3.1621	    -0.934
1779638045.199	  +95.0	  +0.0	 -4.3289	-20.0780	    +0.216
1779638045.299	  +95.0	  +0.0	 -4.7801	 +8.5558	    -0.559
1779638045.399	  +95.0	  +0.0	 -4.9279	 +3.8874	    -1.268
1779638045.499	  +95.0	  +0.0	 -4.9764	 +2.4989	    -1.991
1779638045.599	  +95.0	  +0.0	 -4.9938	 +1.6929	    -2.950
1779638045.699	  +95.0	  +0.0	 -4.9980	 +1.2905	    -3.873
1779638045.799	  +95.0	  +0.0	 -4.9997	 +0.8776	    -5.697
1779638045.899	  +95.0	  +0.0	 -4.9999	 +0.7011	    -7.131
1779638045.999	  +95.0	  +0.0	 -5.0000	 +0.5405	    -9.251
1779638046.099	  +95.0	  +0.0	 -5.0000	 +0.4560	   -10.965
1779638046.199	  +95.0	  +0.0	 -2.6572	 +0.1609	   -16.513
1779638046.299	  +95.0	  +0.0	 +0.1504	 +0.2004	    +0.751
1779638046.399	  +95.0	  +0.0	 +2.1364	 -0.1006	   -21.237
1779638046.499	  +95.0	  +0.0	 +3.3091	 -4.0593	    -0.815
1779638046.599	  +95.0	  +0.0	 +4.0015	 +2.2754	    +1.759
1779638046.699	  +95.0	  +0.0	 +4.5224	 -0.1107	   -40.841
1779638046.799	  +95.0	  +0.0	 +4.6519	 -0.8225	    -5.656
1779638046.899	  +95.0	  +0.0	 +4.8651	 -5.9394	    -0.819
1779638046.999	  +95.0	  +0.0	 +4.8907	-11.4892	    -0.426
1779638047.099	  +95.0	  +0.0	 +4.9530	 +6.0600	    +0.817
1779638047.199	  +95.0	  +0.0	 +4.9750	 +2.9813	    +1.669
1779638047.299	  +95.0	  +0.0	 +4.9852	 +2.0568	    +2.424
1779638047.399	  +95.0	  +0.0	 +4.9913	 +1.5273	    +3.268
1779638047.499	  +95.0	  +0.0	 +4.9954	 +1.1207	    +4.457
1779638047.599	  +95.0	  +0.0	 +4.9973	 +0.8849	    +5.647
1779638047.699	  +95.0	  +0.0	 +4.9984	 +0.7069	    +7.071
1779638047.799	  +95.0	  +0.0	 +4.9990	 +0.5687	    +8.790
1779638047.899	  +95.0	  +0.0	 +4.9996	 +0.3885	   +12.868
1779638047.999	  +95.0	  +0.0	 +4.9998	 +0.3155	   +15.847
1779638048.099	  +95.0	  +0.0	 +4.9998	 +0.2904	   +17.217
1779638048.199	  +95.0	  +0.0	 +4.9999	 +0.1923	   +25.998
1779638048.299	  +95.0	  +0.0	 +5.0000	 +0.1632	   +30.636
1779638048.399	  +95.0	  +0.0	 +5.0000	 +0.1330	   +37.600
1779638048.499	  +95.0	  +0.0	 +5.0000	 +0.1084	   +46.137
1779638048.599	  +95.0	  +0.0	 +5.0000	 +0.0848	   +58.965
1779638048.699	  +95.0	  +0.0	 +5.0000	 +0.0691	   +72.331
1779638048.799	  +95.0	  +0.0	 +5.0000	 +0.0499	  +100.288
1779638048.899	  +95.0	  +0.0	 +5.0000	 +0.0390	  +128.135
1779638048.999	  +95.0	  +0.0	 +5.0000	 +0.0375	  +133.474
1779638049.099	  +95.0	  +0.0	 +5.0000	 +0.0293	  +170.523
1779638049.199	  +95.0	  +0.0	 +5.0000	 +0.0203	  +246.244
1779638049.299	  +95.0	  +0.0	 +5.0000	 +0.0166	  +302.026
1779638049.399	  +95.0	  +0.0	 +5.0000	 +0.0135	  +370.447
1779638049.499	  +95.0	  +0.0	 +5.0000	 +0.0110	  +454.332
1779638049.599	  +95.0	  +0.0	 +5.0000	 +0.0086	  +580.434
1779638049.699	  +95.0	  +0.0	 +5.0000	 +0.0070	  +711.897
1779638049.799	  +95.0	  +0.0	 +5.0000	 +0.0057	  +872.991
1779638049.899	  +95.0	  +0.0	 +5.0000	 +0.0045	 +1115.117
1779638049.999	  +95.0	  +0.0	 +5.0000	 +0.0032	 +1545.826
1779638050.099	  +95.0	  +0.0	 +5.0000	 +0.0026	 +1895.724
1779638050.199	  +95.0	  +0.0	 +5.0000	 +0.0026	 +1895.724
1779638050.299	  +95.0	  +0.0	 +5.0000	 +0.0017	 +2971.087
1779638050.399	  +95.0	  +0.0	 +5.0000	 +0.0014	 +3644.347
1779638050.499	  +95.0	  +0.0	 +5.0000	 +0.0011	 +4471.031
1779638050.599	  +95.0	  +0.0	 +5.0000	 +0.0009	      +inf
1779638050.699	  +95.0	  +0.0	 +5.0000	 +0.0007	      +inf
1779638050.799	  +95.0	  +0.0	 +5.0000	 +0.0006	      +inf
1779638050.899	  +95.0	  +0.0	 +5.0000	 +0.0005	      +inf
1779638050.999	  +95.0	  +0.0	 +5.0000	 +0.0004	      +inf
1779638051.099	  +95.0	  +0.0	 +5.0000	 +0.0003	      +inf
1779638051.199	  +95.0	  +0.0	 +5.0000	 +0.0002	      +inf
1779638051.299	  +95.0	  +0.0	 +5.0000	 +0.0002	      +inf
1779638051.399	  +95.0	  +0.0	 +5.0000	 +0.0001	      +inf
1779638051.499	  +95.0	  +0.0	 +5.0000	 +0.0001	      +inf
1779638051.599	  +95.0	  +0.0	 +5.0000	 +0.0001	      +inf
1779638051.699	  +95.0	  +0.0	 +5.0000	 +0.0001	      +inf
1779638051.799	  +95.0	  +0.0	 +5.0000	 +0.0001	      +inf
1779638051.899	  +95.0	  +0.0	 +5.0000	 +0.0000	      +inf
1779638051.999	  +95.0	  +0.0	 +5.0000	 +0.0000	      +inf
1779638052.099	  +95.0	  +0.0	 +2.5600	 +0.0000	      +inf
1779638052.199	  +95.0	  +0.0	 +0.3436	 +0.0517	    +6.651
1779638052.299	  +95.0	  +0.0	 -0.8593	 +2.2076	    -0.389
1779638052.399	  +95.0	  +0.0	 -3.9145	 -0.4104	    +9.539
1779638052.499	  +95.0	  +0.0	 -4.7155	-363.4998	    +0.013
1779638052.599	  +95.0	  +0.0	 -4.9068	 +1.6700	    -2.938
1779638052.699	  +95.0	  +0.0	 -4.9804	 -0.5110	    +9.747
1779638052.799	  +95.0	  +0.0	 -4.9900	 -1.3199	    +3.781
1779638052.899	  +95.0	  +0.0	 -2.9465	 -2.0856	    +1.413
1779638052.999	  +95.0	  +0.0	 +0.7769	 +0.3106	    +2.501
1779638053.099	  +95.0	  +0.0	 +2.5063	 -1.9690	    -1.273
1779638053.199	  +95.0	  +0.0	 +3.5275	 +0.7795	    +4.525
1779638053.299	  +95.0	  +0.0	 +4.4295	+153.6805	    +0.029
1779638053.399	  +95.0	  +0.0	 +4.5379	 +4.5436	    +0.999
1779638053.499	  +95.0	  +0.0	 +4.8011	 -0.0313	  -153.295
1779638053.599	  +95.0	  +0.0	 +4.8825	 -1.3171	    -3.707
1779638053.699	  +95.0	  +0.0	 +4.9376	 -4.3769	    -1.128
