# time	cmd_angle	cmd_speed	odom_v(m/s)	odom_omega(rad/s)	R(m)
1779638872.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638872.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638872.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638872.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638872.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638873.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638874.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638875.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.109	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638876.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638877.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638878.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638879.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638880.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.409	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638881.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638882.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638883.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638884.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638888.552	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638888.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638888.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638888.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638888.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638889.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638890.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638891.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638892.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638893.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638894.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638895.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638896.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638897.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.109	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638898.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.509	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638899.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638900.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.609	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638901.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638902.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638903.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638904.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638905.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638906.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638907.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638908.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638909.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638910.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638911.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638912.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
