# time	cmd_angle	cmd_speed	odom_v(m/s)	odom_omega(rad/s)	R(m)
1779638731.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638731.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638731.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638732.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638733.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638734.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638735.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.009	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638736.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638737.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638738.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.109	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638739.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638740.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638740.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638740.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638740.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638740.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.125	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638744.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.308	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.408	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.508	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.608	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.708	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.808	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638745.908	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638746.008	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638746.108	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638746.208	 +100.0	 +10.0	 +5.0000	 -0.0000	      +inf
1779638746.308	 +100.0	  +9.0	 +5.0000	 -0.0000	      +inf
1779638746.408	 +100.0	  +9.0	 +4.7048	 -0.0000	      +inf
1779638746.508	 +100.0	  +8.0	 +4.5839	 -0.0000	      +inf
1779638746.608	 +100.0	  +8.0	 +4.2224	 -0.0000	      +inf
1779638746.708	 +100.0	  +8.0	 +4.0729	 -0.0000	      +inf
1779638746.808	 +100.0	  +8.0	 +4.0239	 -0.0000	      +inf
1779638746.908	 +100.0	  +8.0	 +4.0078	 -0.0000	      +inf
1779638747.008	 +100.0	  +8.0	 +4.0026	 -0.0000	      +inf
1779638747.108	 +100.0	  +8.0	 +4.0003	 -0.0000	      +inf
1779638747.208	 +100.0	  +7.0	 +4.0001	 -0.0000	      +inf
1779638747.308	 +100.0	  +6.0	 +3.8201	 -0.0000	      +inf
1779638747.408	 +100.0	  +5.0	 +3.4039	 -0.0000	      +inf
1779638747.508	 +100.0	  +5.0	 +2.9524	 -0.0000	      +inf
1779638747.608	 +100.0	  +4.0	 +2.5949	 -0.0000	      +inf
1779638747.708	 +100.0	  +4.0	 +2.2871	 -0.0000	      +inf
1779638747.808	 +100.0	  +4.0	 +2.0753	 -0.0000	      +inf
1779638747.908	 +100.0	  +4.0	 +2.0247	 -0.0000	      +inf
1779638748.008	 +100.0	  +4.0	 +2.0081	 -0.0000	      +inf
1779638748.108	 +100.0	  +4.0	 +2.0026	 -0.0000	      +inf
1779638748.208	 +100.0	  +4.0	 +2.0004	 -0.0000	      +inf
1779638748.308	 +100.0	  +4.0	 +2.0002	 -0.0000	      +inf
1779638748.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638748.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638748.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638748.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638748.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638748.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638749.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638750.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.109	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638751.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638752.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638753.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638754.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638755.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638756.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.809	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638757.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638758.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638759.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638760.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638761.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.309	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638762.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638763.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638764.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638765.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638766.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638767.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638768.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638769.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638770.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.008	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.108	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.208	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.308	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.408	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.508	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.608	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.708	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.808	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
1779638771.908	 +100.0	  +4.0	 +2.0000	 -0.0000	      +inf
