# time	cmd_angle	cmd_speed	odom_v	odom_w	R_odom	imu_yaw_rate	R_imu	imu_ax	imu_ay
1779639477.072	  -10.0	  +0.0	 +4.7544	 +1.1053	    +4.302	 -0.0029	 -1665.358	 +1.3686	 -1.5851
1779639477.172	  -10.0	  +0.0	 +4.8210	 +2.0997	    +2.296	 -0.0037	 -1303.852	 +0.9064	 -1.8615
1779639477.272	  -10.0	  +0.0	 +4.8943	 +5.9932	    +0.817	 +0.0029	 +1660.285	 +0.5355	 -2.1640
1779639477.372	  -10.0	  +0.0	 +4.9376	-60.6076	    -0.081	 -0.0039	 -1276.238	 +0.3249	 -2.3427
1779639477.472	  -10.0	  +0.0	 +4.9631	 -6.0602	    -0.819	 -0.0025	 -1990.655	 +0.1926	 -2.5507
1779639477.572	  -10.0	  +0.0	 +2.7902	 -1.6704	    -1.670	 -0.0023	 -1201.347	+12.2925	 -0.7488
1779639477.672	  -10.0	  +0.0	 +3.9431	 -1.4336	    -2.750	 -0.0042	  -931.847	 +5.2984	 -1.7794
1779639477.772	  -10.0	  +0.0	 +4.2295	 -1.2933	    -3.270	 -0.0034	 -1247.596	 +4.2892	 -1.9844
1779639477.872	  -10.0	  +0.0	 +0.9177	 -0.1782	    -5.149	 +0.0033	  +278.633	-11.4572	 -0.2172
1779639477.972	  -10.0	  +0.0	 -2.6513	 +4.0576	    -0.653	 -0.0004	      +inf	-23.4922	 -0.7471
1779639478.072	  -10.0	  +0.0	 -4.2304	 +0.4336	    -9.757	 -0.0019	 +2190.163	 -6.1562	 -1.0199
1779639478.172	  -10.0	  +0.0	 -4.7478	 -4.8417	    +0.981	 +0.0034	 -1386.469	 -2.0098	 -0.4386
1779639478.272	  -10.0	  +0.0	 -4.9339	 +0.9004	    -5.480	 -0.0027	 +1852.115	 -0.6514	 +0.1626
1779639478.372	  -10.0	  +0.0	 -4.9783	+32.2030	    -0.155	 +0.0027	 -1825.597	 -0.2194	 +0.7476
1779639478.472	  -10.0	  +0.0	 -3.6369	 -0.9855	    +3.690	 -0.0043	  +836.955	+20.1994	 +0.7534
1779639478.572	  -10.0	  +0.0	 -2.1476	 -0.3714	    +5.782	 +0.0008	      +inf	+11.9222	 +0.3591
1779639478.672	  -10.0	  +0.0	 +1.4183	 -0.1277	   -11.110	 -0.0010	      +inf	+19.9013	 +0.0276
1779639478.772	  -10.0	  +0.0	 +2.8851	 +1.7190	    +1.678	 +0.0015	 +1885.144	+10.5717	 -0.1508
1779639478.872	  -10.0	  +0.0	 +3.6124	 -6.8539	    -0.527	 -0.0023	 -1546.190	 +6.2308	 -0.5300
1779639478.972	  -10.0	  +0.0	 +4.3363	 -0.4307	   -10.068	 +0.0029	 +1513.631	 +3.3142	 -1.1004
1779639479.072	  -10.0	  +0.0	 +4.6081	 +0.7396	    +6.231	 -0.0028	 -1657.173	 +1.9642	 -1.5053
1779639479.172	  -10.0	  +0.0	 +4.8126	 +3.4970	    +1.376	 -0.0038	 -1268.796	 +1.0400	 -1.8966
1779639479.272	  -10.0	  +0.0	 +4.8634	 +7.1923	    +0.676	 -0.0034	 -1431.294	 +0.6905	 -2.1212
1779639479.372	  -10.0	  +0.0	 +4.9274	-14.5683	    -0.338	 +0.0029	 +1703.327	 +0.4130	 -2.3821
1779639479.472	  -10.0	  +0.0	 +4.9571	 -4.6943	    -1.056	 -0.0030	 -1659.438	 +0.2597	 -2.5315
1779639479.572	  -10.0	  +0.0	 +4.9719	 -3.0615	    -1.624	 +0.0043	 +1143.552	 +0.1589	 -2.6964
1779639479.672	  -10.0	  +0.0	 +4.9879	 -1.7413	    -2.864	 -0.0047	 -1055.248	 +0.0807	 -2.8380
1779639479.772	  -10.0	  +0.0	 +4.9928	 -1.3230	    -3.774	 -0.0031	 -1622.553	 +0.0633	 -2.9098
1779639479.872	  -10.0	  +0.0	 +4.9962	 -0.9851	    -5.072	 +0.0039	 +1281.813	 +0.0404	 -3.0024
1779639479.972	  -10.0	  +0.0	 +4.9982	 -0.7166	    -6.975	 -0.0031	 -1636.253	 +0.0440	 -3.0248
1779639480.072	  -10.0	  +0.0	 +4.9989	 -0.5763	    -8.674	 -0.0035	 -1427.265	 +0.0277	 -3.0683
1779639480.172	  -10.0	  +0.0	 +4.9994	 -0.4657	   -10.735	 +0.0032	 +1540.734	 +0.0359	 -3.1358
1779639480.272	  -10.0	  +0.0	 +4.9996	 -0.3775	   -13.245	 -0.0031	 -1608.464	 +0.0318	 -3.1179
1779639480.372	  -10.0	  +0.0	 +4.9998	 -0.3066	   -16.308	 +0.0033	 +1533.630	 +0.0286	 -3.1830
1779639480.472	  -10.0	  +0.0	 +4.9999	 -0.2393	   -20.897	 -0.0031	 -1614.370	 +0.0157	 -3.1675
1779639480.572	  -10.0	  +0.0	 +4.9999	 -0.2115	   -23.644	 +0.0043	 +1166.962	 +0.0341	 -3.2178
1779639480.672	  -10.0	  +0.0	 +5.0000	 -0.1462	   -34.208	 +0.0043	 +1157.328	 +0.0328	 -3.2184
1779639480.772	  -10.0	  +0.0	 +5.0000	 -0.1403	   -35.638	 +0.0043	 +1157.832	 +0.0204	 -3.2235
1779639480.872	  -10.0	  +0.0	 +5.0000	 -0.0895	   -55.892	 -0.0033	 -1503.193	 +0.0295	 -3.1987
1779639480.972	  -10.0	  +0.0	 +5.0000	 -0.0729	   -68.564	 +0.0043	 +1159.941	 +0.0304	 -3.2446
1779639481.072	  -10.0	  +0.0	 +5.0000	 -0.0595	   -84.101	 +0.0037	 +1343.177	 +0.0172	 -3.2544
1779639481.172	  -10.0	  +0.0	 +5.0000	 -0.0485	  -103.154	 +0.0025	 +1970.317	 +0.0333	 -3.2481
1779639481.272	  -10.0	  +0.0	 +5.0000	 -0.0379	  -131.799	 +0.0033	 +1503.360	 +0.0286	 -3.2440
1779639481.372	  -10.0	  +0.0	 +5.0000	 -0.0309	  -161.647	 -0.0035	 -1423.534	 +0.0277	 -3.2117
1779639481.472	  -10.0	  +0.0	 +5.0000	 -0.0252	  -198.248	 -0.0037	 -1368.550	 +0.0346	 -3.2094
1779639481.572	  -10.0	  +0.0	 +5.0000	 -0.0206	  -243.149	 -0.0035	 -1413.310	 +0.0182	 -3.2251
1779639481.672	  -10.0	  +0.0	 +5.0000	 -0.0161	  -310.652	 -0.0042	 -1196.017	 +0.0218	 -3.2148
1779639481.772	  -10.0	  +0.0	 +5.0000	 -0.0142	  -351.096	 +0.0031	 +1587.708	 +0.0318	 -3.2586
1779639481.872	  -10.0	  +0.0	 +5.0000	 -0.0099	  -507.013	 +0.0035	 +1418.853	 +0.0212	 -3.2607
1779639481.972	  -10.0	  +0.0	 +5.0000	 -0.0074	  -674.788	 +0.0039	 +1267.759	 +0.0224	 -3.2591
1779639482.072	  -10.0	  +0.0	 +5.0000	 -0.0060	  -827.389	 +0.0037	 +1364.189	 +0.0346	 -3.2545
1779639482.172	  -10.0	  +0.0	 +5.0000	 -0.0049	 -1014.756	 -0.0034	 -1453.899	 +0.0306	 -3.2181
1779639482.272	  -10.0	  +0.0	 +5.0000	 -0.0040	 -1244.559	 +0.0037	 +1338.627	 +0.0173	 -3.2676
1779639482.372	  -10.0	  +0.0	 +5.0000	 -0.0031	 -1589.890	 -0.0036	 -1379.580	 +0.0258	 -3.2206
1779639482.472	  -10.0	  +0.0	 +5.0000	 -0.0027	 -1871.364	 +0.0031	 +1597.945	 +0.0348	 -3.2605
1779639482.572	  -10.0	  +0.0	 +5.0000	 -0.0020	 -2489.929	 +0.0035	 +1417.101	 +0.0206	 -3.2690
1779639482.672	  -10.0	  +0.0	 +5.0000	 -0.0015	 -3312.756	 +0.0031	 +1629.641	 +0.0257	 -3.2628
1779639482.772	  -10.0	  +0.0	 +5.0000	 -0.0012	 -4059.108	 +0.0028	 +1779.029	 +0.0184	 -3.2691
1779639482.872	  -10.0	  +0.0	 +5.0000	 -0.0009	      +inf	 -0.0036	 -1388.106	 +0.0269	 -3.2336
1779639482.972	  -10.0	  +0.0	 +5.0000	 -0.0009	      +inf	 -0.0041	 -1215.449	 +0.0306	 -3.2213
1779639483.072	  -10.0	  +0.0	 +5.0000	 -0.0006	      +inf	 +0.0035	 +1429.835	 +0.0316	 -3.2685
1779639483.172	  -10.0	  +0.0	 +5.0000	 -0.0005	      +inf	 -0.0035	 -1434.666	 +0.0177	 -3.2155
1779639483.272	  -10.0	  +0.0	 +5.0000	 -0.0004	      +inf	 +0.0036	 +1400.035	 +0.0305	 -3.2594
1779639483.372	  -10.0	  +0.0	 +5.0000	 -0.0003	      +inf	 -0.0033	 -1530.271	 +0.0170	 -3.2318
1779639483.472	  -10.0	  +0.0	 +5.0000	 -0.0003	      +inf	 -0.0047	 -1066.074	 +0.0279	 -3.2233
1779639483.572	  -10.0	  +0.0	 +5.0000	 -0.0002	      +inf	 -0.0042	 -1180.049	 +0.0197	 -3.2349
1779639483.672	  -10.0	  +0.0	 +5.0000	 -0.0002	      +inf	 -0.0033	 -1523.485	 +0.0205	 -3.2202
1779639483.772	  -10.0	  +0.0	 +5.0000	 -0.0001	      +inf	 +0.0026	 +1894.635	 +0.0231	 -3.2658
1779639483.872	  -10.0	  +0.0	 +5.0000	 -0.0001	      +inf	 +0.0037	 +1344.861	 +0.0259	 -3.2640
1779639483.972	  -10.0	  +0.0	 +5.0000	 -0.0001	      +inf	 +0.0031	 +1601.613	 +0.0272	 -3.2690
1779639484.072	  -10.0	  +0.0	 +5.0000	 -0.0001	      +inf	 -0.0029	 -1738.759	 +0.0264	 -3.2155
1779639484.172	  -10.0	  +0.0	 +5.0000	 -0.0001	      +inf	 +0.0042	 +1187.549	 +0.0292	 -3.2584
1779639484.272	  -10.0	  +0.0	 +5.0000	 -0.0000	      +inf	 -0.0033	 -1528.244	 +0.0342	 -3.2290
1779639484.372	  -10.0	  +0.0	 +5.0000	 -2.7768	    -1.801	 +0.0033	 +1492.606	 +0.0245	 -2.9059
1779639484.472	  -10.0	  +0.0	 +3.2000	 +2.9423	    +1.088	 +0.0031	 +1041.662	-31.9996	 -0.9841
1779639484.572	  -10.0	  +0.0	 +1.0486	 +0.1072	    +9.784	 +0.0008	      +inf	-13.0942	 -0.2028
1779639484.672	  -10.0	  +0.0	 +0.2199	 -0.0818	    -2.689	 +0.0018	  +120.834	 -2.1903	 -0.0708
1779639484.772	  -10.0	  +0.0	 +0.0576	 -0.1380	    -0.418	 +0.0022	   +25.886	 -0.5780	 -0.0382
1779639484.872	  -10.0	  +0.0	 +0.0461	 -0.2597	    -0.178	 +0.0026	   +18.037	 -0.3717	 -0.0304
1779639484.972	  -10.0	  +0.0	 +0.0062	 +0.0034	    +1.811	 +0.0009	      +inf	 -0.0553	 -0.0172
1779639485.072	  -10.0	  +0.0	 +0.0013	 +0.0003	      +inf	 +0.0021	    +0.616	 -0.0199	 -0.0271
1779639485.172	  -10.0	  +0.0	 +0.0004	 +0.0001	      +inf	 +0.0005	      +inf	 -0.0106	 -0.0073
1779639485.272	  -10.0	  +0.0	 +0.0001	 +0.0000	      +inf	 -0.0007	      +inf	 +0.0075	 -0.0035
1779639485.372	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0025	    +0.015	 +0.0048	 -0.0046
1779639485.472	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0019	    +0.006	 -0.0082	 -0.0093
1779639485.572	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0002	      +inf	 +0.0039	 -0.0072
1779639485.672	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0004	      +inf	 -0.0002	 -0.0021
1779639485.772	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0006	      +inf	 +0.0076	 +0.0044
1779639485.872	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0024	    +0.000	 +0.0037	 +0.0036
1779639485.972	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0000	      +inf	 -0.0071	 -0.0056
1779639486.072	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0007	      +inf	 -0.0003	 -0.0100
1779639486.172	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0032	    +0.000	 +0.0022	 +0.0063
1779639486.272	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0050	    -0.000	 +0.0038	 +0.0069
1779639486.372	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0006	      +inf	 +0.0087	 -0.0051
1779639486.472	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0019	    -0.000	 -0.0002	 -0.0018
1779639486.572	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0080	    -0.000	 -0.0074	 +0.0029
1779639486.672	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0008	      +inf	 +0.0048	 +0.0040
1779639486.772	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0042	    +0.000	 -0.0098	 -0.0044
1779639486.872	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0002	      +inf	 +0.0087	 +0.0026
1779639486.972	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0051	    -0.000	 +0.0090	 +0.0016
1779639487.072	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0017	    -0.000	 +0.0063	 +0.0028
1779639487.172	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0013	    -0.000	 +0.0045	 -0.0008
1779639487.272	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0021	    +0.000	 -0.0057	 -0.0038
1779639487.372	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0012	    -0.000	 +0.0091	 +0.0064
1779639487.472	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 +0.0011	    +0.000	 +0.0035	 +0.0002
1779639487.572	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0031	    -0.000	 +0.0056	 -0.0084
1779639487.672	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0030	    -0.000	 +0.0074	 -0.0039
1779639487.772	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0010	    -0.000	 +0.0095	 +0.0056
1779639487.872	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0025	    -0.000	 +0.0032	 +0.0014
1779639487.972	  -10.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0033	    -0.000	 -0.0021	 -0.0009
1779639488.072	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0035	    -0.000	 -0.0050	 -0.0008
1779639488.172	 +100.0	  +0.0	 +0.0000	 +0.0000	      +inf	 -0.0000	      +inf	 +0.0073	 -0.0064
1779639488.272	 +100.0	  +0.0	 +0.0000	 +0.0000	      +inf	 +0.0016	    +0.000	 +0.0059	 +0.0047
1779639488.372	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0027	    -0.000	 -0.0075	 +0.0017
1779639488.472	 +100.0	  +0.0	 +0.0000	 -0.0000	      +inf	 -0.0005	      +inf	 +0.0019	 +0.0033
1779639488.572	 +100.0	  +0.0	 +0.0000	 +0.0000	      +inf	 +0.0012	    +0.000	 -0.0057	 -0.0131
1779639488.672	 +100.0	  +0.0	 +0.0000	 +0.0000	      +inf	 -0.0011	    -0.000	 +0.0036	 +0.0040
1779639488.772	 +100.0	  +1.0	 +0.0000	 +0.0000	      +inf	 -0.0009	      +inf	 -0.0042	 -0.0050
1779639488.872	 +100.0	  +1.0	 +0.1719	 -0.2031	    -0.847	 -0.0036	   -48.238	 +1.6311	 -0.0043
1779639488.972	 +100.0	  +1.0	 +0.3257	 -0.1917	    -1.699	 -0.0029	  -112.128	 +0.8718	 -0.0054
1779639489.072	 +100.0	  +1.0	 +0.4073	 -0.1556	    -2.618	 +0.0002	      +inf	 +0.5073	 -0.0238
1779639489.172	 +100.0	  +1.0	 +0.4453	 -0.1276	    -3.490	 +0.0010	      +inf	 +0.2999	 -0.0256
1779639489.272	 +100.0	  +1.0	 +0.4677	 -0.1039	    -4.503	 +0.0029	  +162.665	 +0.1701	 -0.0324
1779639489.372	 +100.0	  +1.0	 +0.4809	 -0.0844	    -5.701	 -0.0042	  -113.233	 +0.1117	 -0.0263
1779639489.472	 +100.0	  +1.0	 +0.4887	 -0.0685	    -7.136	 -0.0064	   -76.191	 +0.0586	 -0.0337
1779639489.572	 +100.0	  +1.0	 +0.4926	 -0.0580	    -8.496	 +0.0025	  +199.240	 +0.0270	 -0.0294
1779639489.672	 +100.0	  +1.0	 +0.4956	 -0.0471	   -10.518	 +0.0021	  +231.523	 +0.0169	 -0.0283
1779639489.772	 +100.0	  +1.0	 +0.4983	 -0.0325	   -15.335	 -0.0008	      +inf	 +0.0151	 -0.0405
1779639489.872	 +100.0	  +1.0	 +0.4990	 -0.0265	   -18.863	 +0.0029	  +174.731	 +0.0036	 -0.0389
1779639489.972	 +100.0	  +1.0	 +0.4993	 -0.0224	   -22.245	 +0.0041	  +121.257	 +0.0103	 -0.0302
1779639490.072	 +100.0	  +1.0	 +0.4997	 -0.0168	   -29.657	 -0.0029	  -174.855	 +0.0083	 -0.0354
1779639490.172	 +100.0	  +1.0	 +0.4998	 -0.0137	   -36.401	 +0.0001	      +inf	 -0.0061	 -0.0241
1779639490.272	 +100.0	  +1.0	 +0.4999	 -0.0112	   -44.668	 -0.0006	      +inf	 +0.0045	 -0.0305
1779639490.372	 +100.0	  +1.0	 +0.4999	 -0.0084	   -59.470	 -0.0033	  -152.974	 -0.0019	 -0.0293
1779639490.472	 +100.0	  +1.0	 +0.5000	 -0.0069	   -72.951	 +0.0070	   +71.498	 +0.0038	 -0.0307
1779639490.572	 +100.0	  +1.0	 +0.5000	 -0.0056	   -89.481	 -0.0023	  -218.091	 +0.0090	 -0.0283
1779639490.672	 +100.0	  +1.0	 +0.5000	 -0.0044	  -114.331	 +0.0010	      +inf	 +0.0094	 -0.0288
1779639490.772	 +100.0	  +1.0	 +0.5000	 -0.0036	  -140.227	 +0.0056	   +89.017	 -0.0101	 -0.0359
1779639490.872	 +100.0	  +1.0	 +0.5000	 -0.0028	  -179.155	 -0.0027	  -186.249	 -0.0013	 -0.0400
1779639490.972	 +100.0	  +1.0	 +0.5000	 -0.0022	  -228.881	 -0.0043	  -115.430	 +0.0101	 -0.0238
1779639491.072	 +100.0	  +1.0	 +0.5000	 -0.0020	  -248.344	 -0.0033	  -149.549	 -0.0057	 -0.0314
1779639491.172	 +100.0	  +1.0	 +0.5000	 -0.0014	  -358.613	 +0.0013	  +375.351	 -0.0092	 -0.0340
1779639491.272	 +100.0	  +1.0	 +0.5000	 -0.0011	  -439.848	 -0.0032	  -158.697	 -0.0033	 -0.0252
1779639491.372	 +100.0	  +1.0	 +0.5000	 -0.0009	      +inf	 +0.0014	  +356.962	 -0.0053	 -0.0438
1779639491.472	 +100.0	  +1.0	 +0.5000	 -0.0007	      +inf	 -0.0014	  -363.418	 +0.0088	 -0.0430
1779639491.572	 +100.0	  +1.0	 +0.5000	 -0.0006	      +inf	 +0.0034	  +147.305	 +0.0066	 -0.0310
1779639491.672	 +100.0	  +1.0	 +0.5000	 -0.0005	      +inf	 +0.0034	  +146.139	 +0.0035	 -0.0441
1779639491.772	 +100.0	  +1.0	 +0.5000	 -0.0004	      +inf	 -0.0040	  -125.630	 +0.0073	 -0.0275
1779639491.872	 +100.0	  +1.0	 +0.5000	 -0.0003	      +inf	 -0.0054	   -92.307	 +0.0105	 -0.0357
1779639491.972	 +100.0	  +1.0	 +0.5000	 -0.0002	      +inf	 +0.0024	  +206.445	 +0.0084	 -0.0387
1779639492.072	 +100.0	  +1.0	 +0.5000	 -0.0002	      +inf	 +0.0030	  +169.284	 -0.0061	 -0.0462
1779639492.172	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf	 -0.0010	  -477.522	 +0.0035	 -0.0240
1779639492.272	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf	 -0.0044	  -113.122	 -0.0014	 -0.0406
1779639492.372	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf	 -0.0019	  -259.697	 +0.0029	 -0.0239
1779639492.472	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf	 +0.0050	  +100.800	 +0.0016	 -0.0360
1779639492.572	 +100.0	  +1.0	 +0.5000	 -0.0001	      +inf	 -0.0006	      +inf	 +0.0079	 -0.0419
1779639492.672	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0058	   -86.409	 -0.0099	 -0.0358
1779639492.772	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0015	  -326.484	 -0.0047	 -0.0249
1779639492.872	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0048	  -104.005	 +0.0018	 -0.0256
1779639492.972	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0037	  -134.445	 -0.0068	 -0.0297
1779639493.072	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0035	  -143.664	 +0.0041	 -0.0314
1779639493.172	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0041	  -121.493	 +0.0049	 -0.0251
1779639493.272	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0042	  +117.999	 +0.0082	 -0.0446
1779639493.372	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0038	  -132.453	 -0.0049	 -0.0302
1779639493.472	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0016	  +321.706	 -0.0074	 -0.0403
1779639493.572	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0010	  -489.216	 -0.0078	 -0.0256
1779639493.672	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0022	  -232.343	 +0.0006	 -0.0253
1779639493.772	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0014	  +360.452	 +0.0079	 -0.0257
1779639493.872	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0010	      +inf	 +0.0008	 -0.0406
1779639493.972	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0022	  +227.333	 -0.0004	 -0.0423
1779639494.072	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0014	  -365.226	 +0.0024	 -0.0365
1779639494.172	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0037	  -134.008	 +0.0059	 -0.0235
1779639494.272	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0004	      +inf	 +0.0033	 -0.0386
1779639494.372	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0021	  -242.473	 +0.0051	 -0.0303
1779639494.472	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0035	  +142.757	 -0.0001	 -0.0438
1779639494.572	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0046	  -108.515	 +0.0089	 -0.0338
1779639494.672	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0052	   -96.082	 +0.0030	 -0.0241
1779639494.772	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0048	  -104.335	 +0.0019	 -0.0379
1779639494.872	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0008	      +inf	 +0.0044	 -0.0251
1779639494.972	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0003	      +inf	 -0.0002	 -0.0253
1779639495.072	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0006	      +inf	 -0.0028	 -0.0338
1779639495.172	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0059	   -85.354	 +0.0088	 -0.0287
1779639495.272	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0029	  +169.967	 -0.0082	 -0.0459
1779639495.372	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0023	  +214.290	 -0.0066	 -0.0284
1779639495.472	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0045	  +112.172	 -0.0084	 -0.0382
1779639495.572	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0033	  -152.525	 +0.0045	 -0.0320
1779639495.672	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0012	  +434.640	 -0.0061	 -0.0382
1779639495.772	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0079	   -63.086	 -0.0049	 -0.0214
1779639495.872	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0070	   +71.235	 -0.0018	 -0.0303
1779639495.972	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0066	   -75.273	 -0.0101	 -0.0280
1779639496.072	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0016	  +317.397	 +0.0009	 -0.0369
1779639496.172	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0048	  +105.145	 -0.0088	 -0.0322
1779639499.847	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0037	  -135.257	 -0.0017	 -0.0337
1779639499.872	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0006	      +inf	 +0.0028	 -0.0432
1779639499.972	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0036	  +137.062	 +0.0092	 -0.0426
1779639500.072	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0003	      +inf	 -0.0093	 -0.0416
1779639500.172	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0037	  -134.569	 -0.0095	 -0.0257
1779639500.272	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0013	  -384.623	 +0.0091	 -0.0345
1779639500.372	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0004	      +inf	 +0.0037	 -0.0436
1779639500.472	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0018	  +280.917	 -0.0060	 -0.0268
1779639500.572	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0060	   -82.735	 -0.0055	 -0.0279
1779639500.672	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0005	      +inf	 -0.0024	 -0.0371
1779639500.772	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0016	  -305.677	 +0.0055	 -0.0293
1779639500.872	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0037	  -136.174	 +0.0071	 -0.0322
1779639500.972	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0025	  +197.739	 +0.0062	 -0.0401
1779639501.072	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0021	  +240.904	 +0.0012	 -0.0353
1779639501.172	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0012	  +410.772	 +0.0089	 -0.0310
1779639501.272	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 +0.0017	  +299.811	 +0.0084	 -0.0367
1779639501.372	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0011	  -463.155	 +0.0035	 -0.0374
1779639501.472	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0017	  -289.623	 -0.0075	 -0.0243
1779639501.572	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0024	  -212.321	 -0.0008	 -0.0305
1779639501.672	 +100.0	  +1.0	 +0.5000	 -0.0000	      +inf	 -0.0009	      +inf	 +0.0023	 -0.0338
